age,annual_income,monthly_savings,emergency_fund,risk_appetite,investment_goal,existing_investment_pct,debt_allocation,equity_allocation,mutual_fund_allocation
25,527224,7801,15603,High,Wealth Creation,0.137,15.26,65.95,18.8
38,407700,6131,91967,Medium,Tax Saving,0.075,4.99,54.27,40.75
33,450720,5123,25105,Medium,Education,0.037,4.88,45.54,49.57
49,1930989,49529,175633,Medium,Wealth Creation,0.177,15.93,54.74,29.33
25,675688,12762,48327,High,Wealth Creation,0.194,13.21,66.96,19.83
25,618711,16472,32945,High,Wealth Creation,0.059,13.92,67.32,18.75
27,757270,10892,69210,Medium,Wealth Creation,0.223,13.04,65.09,21.87
18,422859,4380,23944,High,Wealth Creation,0.168,12.47,68.31,19.22
27,1359311,16596,56883,Medium,Education,0.287,4.59,45.76,49.65
25,644154,10944,47540,Medium,Short-Term,0.069,4.47,34.32,61.21
33,325208,5633,11266,Medium,Tax Saving,0.066,4.85,58.01,37.13
34,2176274,50412,329535,Low,Wealth Creation,0.079,19.51,56.48,24.01
47,1405222,41715,117353,Low,Emergency Fund,0.184,34.27,36.99,28.74
39,660117,10899,46345,Medium,Tax Saving,0.067,5.41,54.33,40.26
27,300000,4110,9977,High,Retirement,0.124,13.2,66.12,20.68
24,723239,11043,22086,Medium,Wealth Creation,0.092,11.4,66.5,22.1
35,790788,20646,65064,High,Retirement,0.129,12.42,68.45,19.13
21,1249627,26561,165947,Medium,Education,0.077,4.59,45.61,49.8
46,907073,13445,26891,High,Tax Saving,0.034,10.07,52.42,37.51
41,596520,7785,16597,Medium,Wealth Creation,0.104,18.63,60.97,20.41
28,1123146,20442,106178,Medium,Short-Term,0.329,4.33,35.43,60.24
18,709739,15161,139349,High,Short-Term,0.234,21.1,46.94,31.96
42,1129474,20640,91152,Medium,Wealth Creation,0.218,15.96,61.01,23.03
31,1091018,13967,27935,Medium,Wealth Creation,0.098,14.04,64.8,21.16
41,975259,16684,94083,Medium,Wealth Creation,0.252,14.43,64.95,20.62
19,496057,5035,52692,Low,Wealth Creation,0.051,17.28,58.07,24.66
27,1267640,21563,62906,High,Wealth Creation,0.039,14.89,66.87,18.24
32,1092978,14213,116818,Medium,Short-Term,0.162,4.59,34.93,60.48
32,686055,10488,28719,Medium,Education,0.123,4.89,45.3,49.81
28,1485694,21218,74896,High,Emergency Fund,0.193,14.9,65.33,19.77
36,300000,6553,51252,Low,Retirement,0.082,31.94,42.25,25.81
23,1837691,48603,120200,Medium,Wealth Creation,0.176,9.91,68.62,21.47
30,300000,4997,46631,Medium,Wealth Creation,0.048,11.99,66.47,21.54
32,531334,8811,17623,High,Tax Saving,0.221,8.98,49.28,41.75
36,832203,21745,141384,Low,Tax Saving,0.055,22.03,39.35,38.62
37,817245,15513,43419,Medium,Wealth Creation,0.179,15.29,65.06,19.64
23,960430,15906,107711,High,Wealth Creation,0.16,13.26,67.19,19.55
19,300000,7756,72275,High,Emergency Fund,0.089,13.72,66.56,19.72
42,1175836,12302,47214,Medium,Short-Term,0.07,11.75,30.67,57.58
34,577122,8645,17291,High,Short-Term,0.089,23.45,46.05,30.5
26,716600,10095,20191,Medium,Short-Term,0.155,4.61,34.95,60.44
44,1019816,22747,45495,Medium,Emergency Fund,0.257,11.84,48.44,39.71
32,817470,20508,64704,Medium,Retirement,0.075,4.66,63.23,32.11
41,708789,18120,36241,Medium,Retirement,0.176,9.93,53.1,36.97
32,562212,7383,14766,Medium,Wealth Creation,0.213,17.03,66.68,16.29
48,1380761,32912,100107,Low,Short-Term,0.14,52.84,22.31,24.85
46,1939654,27282,198794,Low,Property Purchase,0.16,33.55,35.77,30.67
30,489022,8511,45177,Medium,Retirement,0.197,4.74,62.55,32.7
39,560706,12290,140621,Medium,Tax Saving,0.051,4.99,54.67,40.34
37,1270221,26636,53273,Medium,Emergency Fund,0.055,4.89,57.07,38.04
42,1003954,12553,39004,Medium,Retirement,0.06,8.96,55.35,35.69
24,916802,14380,28761,High,Education,0.218,20.23,57.65,22.12
37,515225,7545,18450,Medium,Retirement,0.136,5.2,55.94,38.86
40,330637,4551,9103,Low,Wealth Creation,0.126,23.29,51.06,25.66
18,300000,6034,28385,High,Wealth Creation,0.144,13.77,66.87,19.35
22,324129,3574,12683,Medium,Wealth Creation,0.089,11.88,68.86,19.26
18,381530,5626,12832,High,Education,0.208,17.9,61.98,20.12
29,475046,8366,30913,High,Tax Saving,0.046,8.75,51.47,39.78
37,1393767,18222,73962,Medium,Short-Term,0.082,4.98,33.92,61.1
44,883688,16026,43956,Low,Retirement,0.23,38.55,38.94,22.51
32,837083,20465,85210,Medium,Education,0.101,4.52,46.94,48.53
45,1182432,16954,94039,Medium,Emergency Fund,0.054,10.86,50.23,38.91
20,532795,9403,18807,Low,Wealth Creation,0.213,16.98,59.28,23.74
18,403440,9134,77472,High,Wealth Creation,0.201,12.43,68.53,19.04
31,1003761,12034,42261,Medium,Retirement,0.198,4.7,64.41,30.9
35,512953,10157,20315,Medium,Education,0.101,4.96,45.35,49.69
31,1721527,31658,268209,Medium,Tax Saving,0.032,4.62,57.78,37.6
18,347075,5171,10343,Medium,Wealth Creation,0.047,12.38,65.06,22.56
31,333316,5736,23932,Medium,Short-Term,0.06,4.56,35.87,59.57
21,547533,11938,23876,High,Wealth Creation,0.096,13.57,65.4,21.04
37,530422,7845,15690,Medium,Tax Saving,0.106,4.82,57.29,37.89
34,1227267,27139,75531,Medium,Education,0.116,4.69,43.9,51.42
24,2116053,25054,60862,Medium,Education,0.299,4.6,46.13,49.27
27,403732,6191,51041,High,Education,0.042,19.73,60.89,19.38
23,656927,14914,103602,Medium,Short-Term,0.027,4.69,33.79,61.52
31,300000,3438,6877,Medium,Retirement,0.18,4.5,62.44,33.06
39,1235605,21141,161326,High,Emergency Fund,0.029,12.0,69.5,18.51
24,324948,6097,12195,High,Education,0.103,17.85,59.95,22.2
36,584810,9929,89726,Low,Wealth Creation,0.158,19.94,53.23,26.83
27,332568,8623,49554,High,Tax Saving,0.032,9.78,51.86,38.36
25,917659,15203,62566,Medium,Wealth Creation,0.187,16.4,63.68,19.93
31,1333415,33184,182292,Low,Retirement,0.045,22.33,54.28,23.38
23,550623,10864,21729,Low,Wealth Creation,0.054,13.33,59.18,27.49
27,380570,5318,13404,Low,Property Purchase,0.101,22.09,48.88,29.03
22,1324720,25493,80099,High,Wealth Creation,0.148,15.05,67.36,17.59
47,728594,11382,81002,Low,Property Purchase,0.136,34.05,35.93,30.02
32,300000,6744,42692,Low,Education,0.09,27.55,41.19,31.26
26,803182,19737,77609,Medium,Wealth Creation,0.153,14.22,65.84,19.93
33,408585,9841,19683,Medium,Short-Term,0.105,4.8,33.74,61.47
31,1316624,29450,117857,Medium,Tax Saving,0.16,4.6,57.92,37.48
30,561525,8755,32853,Medium,Short-Term,0.19,4.53,34.61,60.86
36,1253848,23316,148673,Medium,Wealth Creation,0.149,12.79,64.26,22.95
38,2090089,26903,82906,Low,Retirement,0.052,32.75,43.16,24.09
27,311758,8742,56621,Medium,Wealth Creation,0.098,13.22,68.08,18.7
27,452055,7225,24036,High,Wealth Creation,0.11,13.87,66.33,19.8
29,664140,15062,42000,High,Wealth Creation,0.053,11.26,69.55,19.19
18,1006259,10981,38366,Low,Education,0.123,26.67,37.89,35.45
19,301100,5550,11100,High,Retirement,0.098,13.08,66.91,20.01
42,716342,7870,19644,Low,Retirement,0.037,35.39,41.78,22.82
45,1437510,38333,208170,Medium,Retirement,0.038,12.48,51.6,35.92
30,495228,8063,26224,Low,Property Purchase,0.108,21.63,48.51,29.86
36,948237,20321,57316,Low,Short-Term,0.168,39.39,27.94,32.67
34,320180,6498,12996,Medium,Tax Saving,0.103,4.86,56.91,38.23
50,3000000,36192,86935,Medium,Retirement,0.161,19.72,42.87,37.41
40,433849,6710,26910,Medium,Wealth Creation,0.11,15.7,65.93,18.37
30,597237,10108,29688,Low,Tax Saving,0.07,16.56,44.66,38.78
24,548105,5442,37236,High,Education,0.005,18.15,60.21,21.63
19,1350723,27994,142937,Medium,Wealth Creation,0.066,12.25,68.54,19.21
33,357095,3720,33642,Low,Education,0.113,30.26,38.31,31.43
25,1968511,43782,158511,High,Wealth Creation,0.126,12.22,67.51,20.27
20,733277,14801,29603,Medium,Wealth Creation,0.036,10.92,71.41,17.68
26,797180,19571,92496,Low,Emergency Fund,0.147,19.42,50.71,29.86
23,300000,2905,5811,High,Tax Saving,0.096,10.9,50.69,38.41
45,1531887,42186,103716,Low,Retirement,0.119,37.66,40.54,21.8
39,600124,5534,38830,Medium,Short-Term,0.153,8.09,34.54,57.36
31,1600292,33878,67757,High,Emergency Fund,0.009,14.37,65.31,20.32
43,584104,6299,12598,Medium,Emergency Fund,0.187,8.94,51.85,39.21
32,715226,11615,61176,Low,Short-Term,0.177,36.78,29.33,33.89
25,414041,4510,32014,High,Short-Term,0.129,24.81,43.97,31.22
44,583139,8517,19899,Low,Education,0.175,39.89,31.59,28.52
36,1338281,27265,54530,High,Wealth Creation,0.066,15.15,66.32,18.52
23,748115,15132,39987,Low,Short-Term,0.103,33.16,27.5,39.34
30,1470545,23053,69192,Medium,Short-Term,0.096,4.68,33.01,62.32
24,300000,7411,33917,High,Retirement,0.075,13.53,65.67,20.8
20,896526,10216,20432,High,Wealth Creation,0.212,14.57,61.27,24.16
39,3000000,33332,66664,Medium,Education,0.064,7.33,44.16,48.51
47,863206,9579,95049,Low,Wealth Creation,0.176,27.6,43.07,29.34
20,1466202,25162,112328,Medium,Emergency Fund,0.093,4.71,60.34,34.95
36,736601,7631,45042,Medium,Wealth Creation,0.05,15.72,65.83,18.45
26,300000,5424,36493,Low,Education,0.012,28.69,40.0,31.32
28,543237,10315,57599,High,Emergency Fund,0.063,11.52,68.85,19.63
27,1184473,18619,37239,High,Tax Saving,0.139,10.08,52.29,37.63
25,349074,3859,16801,High,Short-Term,0.034,23.91,44.12,31.98
32,529920,11985,29879,Medium,Wealth Creation,0.116,14.48,65.0,20.51
25,833554,15660,31320,Medium,Education,0.201,4.68,44.09,51.23
34,805569,13524,27048,Medium,Retirement,0.114,4.63,61.5,33.87
31,1050855,15351,51277,Medium,Wealth Creation,0.068,11.28,67.84,20.87
30,809916,16065,118167,Medium,Tax Saving,0.212,4.72,58.13,37.16
24,758053,20816,45519,High,Wealth Creation,0.105,12.29,70.88,16.83
27,489647,7029,14058,High,Short-Term,0.183,25.1,45.29,29.61
38,1035490,13960,27921,High,Emergency Fund,0.233,13.06,68.6,18.34
36,487372,5996,19908,High,Wealth Creation,0.145,13.54,67.59,18.86
24,1201236,22315,89960,High,Tax Saving,0.043,12.03,49.53,38.44
32,526184,11486,22973,Low,Retirement,0.075,24.85,49.16,25.99
38,1772261,21698,111920,Medium,Retirement,0.142,4.94,56.46,38.6
18,361697,6437,37276,Medium,Wealth Creation,0.105,14.22,65.91,19.88
36,969311,16615,50051,Medium,Education,0.077,4.92,45.54,49.55
26,458821,8511,51157,High,Short-Term,0.139,24.97,44.92,30.1
36,469709,9245,18639,Medium,Property Purchase,0.033,4.79,56.93,38.28
25,300000,4753,11995,High,Education,0.12,18.52,61.96,19.52
18,300000,3547,26136,High,Education,0.109,17.16,62.35,20.49
18,349515,4193,15597,High,Wealth Creation,0.224,11.62,67.23,21.15
32,862592,12097,49625,High,Emergency Fund,0.19,13.82,66.27,19.9
34,1470366,30951,61902,Medium,Short-Term,0.222,4.74,34.23,61.02
24,435574,5504,31507,Medium,Retirement,0.12,4.65,63.56,31.79
37,517055,9667,55298,Low,Emergency Fund,0.121,25.59,42.76,31.65
18,300000,5586,28778,Low,Property Purchase,0.072,21.71,49.5,28.79
31,982728,29383,58767,Medium,Wealth Creation,0.146,13.06,65.5,21.44
22,1164442,29018,58037,Medium,Education,0.125,4.55,46.41,49.05
26,1324678,27826,73804,High,Tax Saving,0.075,11.48,49.06,39.46
32,1162808,18240,177769,High,Retirement,0.047,12.5,67.1,20.41
25,847725,13641,27282,Low,Retirement,0.065,22.07,56.48,21.46
28,1863947,36052,157662,High,Education,0.02,22.25,58.02,19.74
40,1160997,14207,77038,Low,Property Purchase,0.116,28.42,41.53,30.05
27,935149,15859,64086,High,Tax Saving,0.135,9.16,50.47,40.37
38,756564,18760,79437,High,Wealth Creation,0.128,12.47,66.71,20.82
22,300000,3090,12058,High,Tax Saving,0.106,10.71,51.19,38.1
36,567882,7329,14659,Medium,Short-Term,0.046,5.13,34.98,59.89
43,1032623,28147,56294,Low,Retirement,0.138,34.79,37.98,27.22
18,414857,9033,23646,High,Emergency Fund,0.196,14.22,67.79,17.99
25,1876091,41184,150856,Medium,Emergency Fund,0.211,4.57,57.28,38.16
36,908663,19115,38231,Medium,Short-Term,0.047,4.71,35.6,59.68
30,1439013,18007,121435,Medium,Retirement,0.02,4.61,65.98,29.42
34,634858,13201,53906,Medium,Short-Term,0.134,4.78,35.28,59.95
27,521885,7289,30827,Medium,Wealth Creation,0.073,11.96,67.49,20.55
32,345674,7288,24609,Medium,Education,0.019,4.65,46.21,49.14
30,460483,6922,13844,High,Tax Saving,0.164,9.88,52.38,37.74
41,1349330,37305,192582,Medium,Retirement,0.085,10.68,51.43,37.89
34,804525,9100,38963,Low,Tax Saving,0.063,19.48,41.22,39.3
34,1439482,18424,36849,High,Retirement,0.129,13.91,65.87,20.22
28,744325,16787,33574,Medium,Wealth Creation,0.074,11.14,71.38,17.47
28,528110,8881,40564,Medium,Wealth Creation,0.042,13.62,67.16,19.23
28,2407849,46294,108667,Medium,Short-Term,0.019,4.58,34.38,61.04
35,783480,16908,33817,Medium,Short-Term,0.077,4.91,34.46,60.63
28,1337817,24995,49991,High,Wealth Creation,0.148,13.62,66.29,20.09
34,635098,8972,52359,Medium,Education,0.126,4.97,44.37,50.66
48,1783449,26766,367421,Medium,Retirement,0.195,14.51,46.65,38.84
38,1612860,20248,55787,Medium,Property Purchase,0.191,6.26,54.02,39.72
29,776048,17567,53399,Medium,Wealth Creation,0.026,15.68,66.92,17.4
41,300000,7004,22657,Low,Emergency Fund,0.005,29.14,41.98,28.88
28,675744,8561,44151,High,Wealth Creation,0.063,14.29,66.3,19.41
18,836930,13911,27822,Low,Wealth Creation,0.048,17.07,57.28,25.65
23,752545,19813,53840,Low,Wealth Creation,0.231,17.02,60.47,22.5
18,522679,9736,19472,Medium,Wealth Creation,0.054,13.19,65.71,21.1
29,300000,7047,14094,Medium,Wealth Creation,0.054,12.93,66.49,20.58
32,489164,7341,23943,Low,Wealth Creation,0.073,19.38,56.44,24.18
45,1389104,28888,343040,Low,Wealth Creation,0.099,26.79,46.43,26.78
34,1043035,21724,69482,Medium,Emergency Fund,0.18,4.73,55.82,39.45
30,1463622,40408,80817,Medium,Short-Term,0.076,4.52,34.71,60.77
38,839634,9602,19205,Low,Retirement,0.102,30.47,43.52,26.01
18,510279,15387,32436,Medium,Wealth Creation,0.077,14.21,65.64,20.14
33,804992,20534,106044,Low,Retirement,0.114,23.72,50.89,25.39
38,500123,9289,18579,Medium,Short-Term,0.135,4.87,34.09,61.03
20,300000,6592,20791,Medium,Property Purchase,0.039,4.4,55.72,39.88
41,1267602,20558,234750,Low,Retirement,0.211,33.2,43.42,23.37
34,907653,20386,64577,High,Wealth Creation,0.05,15.21,63.02,21.77
28,460263,5988,11977,High,Wealth Creation,0.172,14.35,66.93,18.72
37,331788,6415,12830,Medium,Retirement,0.036,5.27,57.17,37.56
50,1750961,33644,67288,Low,Retirement,0.027,42.84,37.55,19.61
33,670403,16345,32691,Medium,Education,0.166,4.63,45.53,49.84
33,1116876,17484,125260,High,Short-Term,0.145,24.64,45.46,29.9
28,2013899,25095,50191,Medium,Short-Term,0.165,4.61,32.6,62.79
25,300000,8005,18984,Low,Emergency Fund,0.108,19.21,50.52,30.27
38,602043,12440,26157,Medium,Wealth Creation,0.059,12.36,64.45,23.2
25,510455,8747,23842,High,Wealth Creation,0.015,14.78,65.01,20.21
32,1829638,33246,121023,Low,Tax Saving,0.1,19.37,43.24,37.39
28,300000,7563,15126,High,Short-Term,0.062,24.75,45.81,29.43
35,2702127,43616,211908,Medium,Short-Term,0.073,4.74,33.3,61.96
34,886095,15782,66391,Low,Tax Saving,0.047,19.75,39.04,41.22
40,903913,16072,142089,Low,Tax Saving,0.113,25.37,35.56,39.08
27,575390,11096,63214,High,Short-Term,0.092,23.94,45.32,30.74
29,535728,10556,50127,High,Emergency Fund,0.035,12.34,68.25,19.42
24,1039485,28659,57318,Medium,Short-Term,0.099,4.4,34.27,61.32
28,348227,7967,33638,Medium,Wealth Creation,0.123,13.93,66.44,19.63
35,1015553,14992,46686,Medium,Property Purchase,0.036,4.79,58.65,36.56
38,715826,9689,20052,Medium,Tax Saving,0.08,4.82,53.83,41.35
24,358005,4722,9445,Low,Education,0.066,28.03,38.16,33.81
38,3000000,67589,177887,Low,Retirement,0.219,33.48,42.46,24.06
42,1313030,24400,176284,Low,Tax Saving,0.107,25.5,34.75,39.75
35,1203052,19305,100396,High,Short-Term,0.094,25.43,44.28,30.3
47,2227251,53783,555376,Medium,Emergency Fund,0.093,11.26,47.81,40.93
25,300000,7468,19510,Medium,Wealth Creation,0.09,13.93,66.57,19.5
22,1433850,13933,45297,Medium,Wealth Creation,0.126,14.63,66.94,18.43
18,300000,3926,7852,Medium,Retirement,0.333,4.57,65.4,30.02
43,661514,13289,65132,Medium,Short-Term,0.135,11.1,31.48,57.42
37,668806,10882,21764,Medium,Tax Saving,0.128,5.03,55.65,39.32
31,1047512,16337,32675,Medium,Wealth Creation,0.007,11.63,69.97,18.41
34,919019,15561,31122,Low,Emergency Fund,0.089,23.76,45.01,31.23
22,474908,10885,98218,High,Tax Saving,0.125,9.41,49.59,41.0
50,1191392,28749,125868,Medium,Emergency Fund,0.034,13.93,46.26,39.81
33,431444,7226,14452,Low,Education,0.063,30.23,36.98,32.79
32,314344,6513,18547,Medium,Tax Saving,0.045,4.73,56.18,39.09
37,1384233,23723,123949,High,Tax Saving,0.042,10.1,50.3,39.6
35,1283032,18138,112353,Low,Short-Term,0.235,39.34,27.66,33.0
33,2056494,40883,81766,Medium,Tax Saving,0.172,4.82,57.32,37.86
25,368461,4592,11272,Low,Retirement,0.021,20.63,53.73,25.64
35,1279455,27041,129119,Medium,Short-Term,0.007,4.79,31.88,63.33
47,950095,23088,104353,Medium,Wealth Creation,0.114,12.81,57.42,29.76
42,2081708,28851,75596,Medium,Tax Saving,0.215,10.83,50.18,38.99
44,1973013,37314,185305,Low,Wealth Creation,0.083,24.08,47.79,28.13
27,735272,16320,117468,Medium,Wealth Creation,0.225,13.08,66.81,20.11
24,450326,10725,59663,High,Wealth Creation,0.236,13.83,64.41,21.75
30,1290150,29496,118843,High,Wealth Creation,0.037,13.48,65.58,20.94
32,1122110,28963,57926,Low,Tax Saving,0.03,20.12,39.94,39.94
40,642542,10561,22186,Low,Property Purchase,0.072,27.31,42.33,30.36
18,300000,5342,17559,Low,Tax Saving,0.046,17.43,42.6,39.97
44,888059,10430,20860,Low,Retirement,0.185,36.96,40.86,22.18
30,1783392,27088,87576,Medium,Wealth Creation,0.061,12.76,67.48,19.76
28,1322280,30529,144681,Low,Wealth Creation,0.062,16.22,57.55,26.23
23,300000,4721,26431,Low,Education,0.191,28.54,37.95,33.5
18,300000,7602,15205,High,Wealth Creation,0.031,12.08,65.75,22.17
38,1965170,43817,357866,Medium,Tax Saving,0.222,5.04,56.93,38.03
32,386856,12016,29704,High,Tax Saving,0.255,9.93,51.64,38.43
21,667855,10365,20731,Medium,Wealth Creation,0.07,12.37,66.58,21.05
21,339260,7819,15638,High,Education,0.147,19.28,60.41,20.31
29,1801710,39633,80635,High,Retirement,0.036,12.45,68.19,19.36
45,682646,12049,94330,Low,Retirement,0.064,39.49,37.22,23.29
29,1386243,20679,79620,High,Short-Term,0.156,24.24,43.73,32.03
19,502082,9149,82836,High,Emergency Fund,0.061,13.09,64.77,22.14
30,815346,10073,32126,Medium,Tax Saving,0.195,4.58,58.58,36.84
29,300000,6122,14454,Medium,Wealth Creation,0.136,13.7,67.28,19.02
18,300000,5691,47444,High,Retirement,0.057,13.33,66.43,20.24
31,647519,13009,40233,Medium,Education,0.138,4.54,44.21,51.25
30,816197,14387,76256,Medium,Retirement,0.108,4.65,64.63,30.73
37,452709,7283,18488,High,Retirement,0.193,14.42,65.68,19.9
46,582705,10053,35400,Low,Emergency Fund,0.253,32.56,38.4,29.04
41,1365999,16803,64361,Medium,Emergency Fund,0.028,6.67,53.23,40.1
29,975920,21599,53882,High,Education,0.162,18.54,60.78,20.68
23,486757,8150,42896,Medium,Tax Saving,0.036,4.64,57.72,37.64
50,1916388,43335,283607,Low,Retirement,0.11,41.05,34.15,24.8
32,376613,6094,41886,Medium,Emergency Fund,0.095,4.63,56.35,39.02
32,608027,11131,27169,Low,Wealth Creation,0.112,17.25,57.11,25.64
31,2002888,26846,64691,Medium,Property Purchase,0.064,4.65,56.05,39.3
33,822658,23128,218083,Medium,Tax Saving,0.108,4.7,58.1,37.2
30,777904,19919,58450,High,Tax Saving,0.165,10.03,51.84,38.13
27,2534151,54354,108709,Low,Short-Term,0.186,34.74,29.91,35.35
27,300000,7429,14859,Medium,Short-Term,0.157,4.51,32.21,63.28
31,1198898,24633,53454,Medium,Wealth Creation,0.008,11.45,66.07,22.47
27,1740473,27932,101987,High,Wealth Creation,0.234,13.0,66.3,20.7
26,499857,8408,16817,Low,Wealth Creation,0.11,18.24,57.67,24.09
32,1291859,22374,136889,Low,Wealth Creation,0.144,15.69,58.63,25.67
29,387782,5891,44861,High,Short-Term,0.05,23.82,44.65,31.53
44,695941,10294,30932,Low,Retirement,0.027,36.8,37.78,25.42
18,503933,11674,45305,Medium,Retirement,0.069,4.62,64.56,30.82
40,1563501,23520,47040,Low,Wealth Creation,0.036,23.68,49.16,27.15
41,1957716,26925,53851,Low,Retirement,0.141,33.94,42.56,23.5
18,1025813,17241,105179,Low,Education,0.07,27.07,39.13,33.79
29,654435,18869,37739,High,Wealth Creation,0.07,12.81,67.35,19.84
29,1382894,21103,42207,High,Wealth Creation,0.043,11.49,70.71,17.8
20,381514,10194,20389,Low,Education,0.137,26.1,38.38,35.52
25,1021338,10211,32277,Low,Wealth Creation,0.016,14.66,59.24,26.1
23,597868,6630,29914,Medium,Emergency Fund,0.113,4.75,58.12,37.13
46,1437822,39986,124447,Low,Retirement,0.175,37.35,37.07,25.58
39,1208255,27147,161768,Low,Wealth Creation,0.11,21.45,51.47,27.08
42,383459,11010,22020,Low,Tax Saving,0.148,26.89,35.11,38.0
37,455596,11347,54916,Low,Wealth Creation,0.009,19.04,52.34,28.62
22,557453,11575,23151,High,Short-Term,0.183,22.54,45.94,31.52
27,300000,4510,9021,High,Short-Term,0.071,23.91,45.29,30.8
35,1396130,38574,156137,Low,Wealth Creation,0.194,15.36,56.06,28.58
22,852888,17879,120139,Medium,Short-Term,0.135,4.77,34.44,60.79
37,1086199,16904,253572,Medium,Education,0.079,6.19,44.86,48.96
30,358224,5190,58229,Low,Tax Saving,0.126,14.56,45.45,40.0
29,1545108,17835,128420,High,Education,0.232,18.26,57.9,23.83
37,3000000,73154,432841,Low,Short-Term,0.152,43.79,26.7,29.51
35,916242,10593,36650,Low,Tax Saving,0.228,19.93,39.76,40.32
29,920745,25747,116589,Medium,Retirement,0.102,4.57,63.74,31.69
41,1108206,25799,91052,Medium,Tax Saving,0.161,7.18,53.65,39.17
23,733787,18203,152144,High,Emergency Fund,0.158,13.84,66.31,19.84
36,812742,16618,83944,High,Education,0.072,18.81,61.53,19.66
36,850791,9432,22182,Medium,Retirement,0.165,4.98,58.56,36.46
29,1184826,22458,44916,Medium,Short-Term,0.104,4.51,34.55,60.94
34,3000000,42402,84805,Medium,Tax Saving,0.204,4.72,54.98,40.3
21,300000,5730,11460,High,Short-Term,0.231,23.52,43.93,32.54
39,878355,8188,16377,Medium,Tax Saving,0.021,5.11,56.03,38.87
30,351156,4054,8108,Medium,Retirement,0.098,4.63,63.78,31.59
27,1677686,18201,41437,Medium,Wealth Creation,0.034,14.31,63.75,21.94
